Sample	seq_name	length	PI	MW	Hydro
strain_GIC31_complete_genome_1180924_1181601_+	strain_GIC31_complete_genome_1180924_1181601_+	225.0	9.4	25199.41	247.8
strain_GIC31_complete_genome_1645682_1646359_-	strain_GIC31_complete_genome_1645682_1646359_-	225.0	5.27	24880.38	-81.4
strain_GIC31_complete_genome_2469079_2469756_-	strain_GIC31_complete_genome_2469079_2469756_-	225.0	4.6	25360.28	-76.0
strain_GIC31_complete_genome_1424017_1424694_-	strain_GIC31_complete_genome_1424017_1424694_-	225.0	5.8	25725.84	-116.7
strain_GIC31_complete_genome_2453685_2454362_+	strain_GIC31_complete_genome_2453685_2454362_+	225.0	6.17	26075.7	-85.6
strain_GIC31_complete_genome_1850446_1851120_-	strain_GIC31_complete_genome_1850446_1851120_-	224.0	4.83	24894.53	5.7
strain_GIC31_complete_genome_2707193_2707867_-	strain_GIC31_complete_genome_2707193_2707867_-	224.0	4.76	25511.37	-10.5
strain_GIC31_complete_genome_251914_252588_+	strain_GIC31_complete_genome_251914_252588_+	224.0	9.18	26629.32	-215.3
strain_GIC31_complete_genome_2632440_2633114_+	strain_GIC31_complete_genome_2632440_2633114_+	224.0	4.69	25044.28	-80.2
strain_GIC31_complete_genome_2787384_2788058_+	strain_GIC31_complete_genome_2787384_2788058_+	224.0	9.18	26629.32	-215.3
strain_GIC31_complete_genome_1153268_1153942_+	strain_GIC31_complete_genome_1153268_1153942_+	224.0	5.11	24698.04	5.4
strain_GIC31_complete_genome_1946357_1947028_+	strain_GIC31_complete_genome_1946357_1947028_+	223.0	9.82	25627.34	126.9
strain_GIC31_complete_genome_2661358_2662029_+	strain_GIC31_complete_genome_2661358_2662029_+	223.0	9.36	26045.78	-147.6
strain_GIC31_complete_genome_1628865_1629536_-	strain_GIC31_complete_genome_1628865_1629536_-	223.0	7.34	24990.56	147.8
strain_GIC31_complete_genome_831124_831795_+	strain_GIC31_complete_genome_831124_831795_+	223.0	7.85	24353.02	213.3
strain_GIC31_complete_genome_1180232_1180903_+	strain_GIC31_complete_genome_1180232_1180903_+	223.0	9.78	25629.38	144.1
strain_GIC31_complete_genome_2116026_2116697_-	strain_GIC31_complete_genome_2116026_2116697_-	223.0	4.35	25392.8	-15.9
strain_GIC31_complete_genome_1954397_1955068_-	strain_GIC31_complete_genome_1954397_1955068_-	223.0	5.33	24723.08	-61.8
strain_GIC31_complete_genome_2737295_2737966_-	strain_GIC31_complete_genome_2737295_2737966_-	223.0	6.2	25074.81	-31.2
strain_GIC31_complete_genome_2724284_2724955_-	strain_GIC31_complete_genome_2724284_2724955_-	223.0	6.36	25453.45	-57.4
strain_GIC31_complete_genome_582432_583103_+	strain_GIC31_complete_genome_582432_583103_+	223.0	9.36	26045.78	-147.6
strain_GIC31_complete_genome_1391348_1392019_-	strain_GIC31_complete_genome_1391348_1392019_-	223.0	4.47	25674.54	-106.9
strain_GIC31_complete_genome_2601069_2601737_-	strain_GIC31_complete_genome_2601069_2601737_-	222.0	8.26	25270.0	-77.5
strain_GIC31_complete_genome_666301_666969_-	strain_GIC31_complete_genome_666301_666969_-	222.0	8.43	25693.2	-131.5
strain_GIC31_complete_genome_2496915_2497583_-	strain_GIC31_complete_genome_2496915_2497583_-	222.0	8.23	25217.25	-19.6
strain_GIC31_complete_genome_1773218_1773886_-	strain_GIC31_complete_genome_1773218_1773886_-	222.0	4.89	23757.4	53.5
strain_GIC31_complete_genome_1564403_1565071_-	strain_GIC31_complete_genome_1564403_1565071_-	222.0	4.37	24290.91	-106.8
strain_GIC31_complete_genome_1646434_1647099_-	strain_GIC31_complete_genome_1646434_1647099_-	221.0	7.37	25519.06	-96.9
strain_GIC31_complete_genome_545429_546094_+	strain_GIC31_complete_genome_545429_546094_+	221.0	5.98	24555.32	-16.1
strain_GIC31_complete_genome_1050893_1051558_+	strain_GIC31_complete_genome_1050893_1051558_+	221.0	4.69	23407.58	-3.3
strain_GIC31_complete_genome_1907852_1908517_-	strain_GIC31_complete_genome_1907852_1908517_-	221.0	4.34	24373.37	-38.2
strain_GIC31_complete_genome_1178273_1178938_+	strain_GIC31_complete_genome_1178273_1178938_+	221.0	8.73	24515.47	-15.0
strain_GIC31_complete_genome_717965_718630_+	strain_GIC31_complete_genome_717965_718630_+	221.0	4.67	23827.97	11.5
strain_GIC31_complete_genome_1303986_1304651_-	strain_GIC31_complete_genome_1303986_1304651_-	221.0	5.47	25239.08	-39.2
strain_GIC31_complete_genome_756295_756960_-	strain_GIC31_complete_genome_756295_756960_-	221.0	7.56	25721.2	-126.2
strain_GIC31_complete_genome_2163402_2164064_-	strain_GIC31_complete_genome_2163402_2164064_-	220.0	4.95	25658.39	-71.7
strain_GIC31_complete_genome_1097657_1098319_+	strain_GIC31_complete_genome_1097657_1098319_+	220.0	4.9	25231.92	-58.6
strain_GIC31_complete_genome_2593469_2594131_-	strain_GIC31_complete_genome_2593469_2594131_-	220.0	9.81	25311.35	120.4
strain_GIC31_complete_genome_2840778_2841440_-	strain_GIC31_complete_genome_2840778_2841440_-	220.0	4.76	24100.53	-12.9
strain_GIC31_complete_genome_2766253_2766915_+	strain_GIC31_complete_genome_2766253_2766915_+	220.0	4.56	25302.12	-131.8
strain_GIC31_complete_genome_2704901_2705563_-	strain_GIC31_complete_genome_2704901_2705563_-	220.0	5.21	25832.25	-110.4
strain_GIC31_complete_genome_1255199_1255861_+	strain_GIC31_complete_genome_1255199_1255861_+	220.0	4.65	23722.99	19.6
strain_GIC31_complete_genome_1749937_1750599_-	strain_GIC31_complete_genome_1749937_1750599_-	220.0	5.46	23705.09	17.0
strain_GIC31_complete_genome_385469_386128_+	strain_GIC31_complete_genome_385469_386128_+	219.0	8.97	24322.03	177.9
strain_GIC31_complete_genome_891236_891895_+	strain_GIC31_complete_genome_891236_891895_+	219.0	5.12	24270.6	-51.6
strain_GIC31_complete_genome_1611418_1612077_-	strain_GIC31_complete_genome_1611418_1612077_-	219.0	8.58	24787.63	-77.5
strain_GIC31_complete_genome_1151850_1152509_+	strain_GIC31_complete_genome_1151850_1152509_+	219.0	9.52	24181.69	134.3
strain_GIC31_complete_genome_2688551_2689210_+	strain_GIC31_complete_genome_2688551_2689210_+	219.0	9.72	22594.94	209.4
strain_GIC31_complete_genome_333443_334102_+	strain_GIC31_complete_genome_333443_334102_+	219.0	4.43	23951.19	4.4
strain_GIC31_complete_genome_2738517_2739176_-	strain_GIC31_complete_genome_2738517_2739176_-	219.0	4.48	23745.48	-57.3
strain_GIC31_complete_genome_2290493_2291152_-	strain_GIC31_complete_genome_2290493_2291152_-	219.0	5.04	25624.75	-255.5
strain_GIC31_complete_genome_84308_84967_+	strain_GIC31_complete_genome_84308_84967_+	219.0	9.33	24363.87	-105.6
strain_GIC31_complete_genome_1647119_1647775_-	strain_GIC31_complete_genome_1647119_1647775_-	218.0	6.5	25024.73	182.6
strain_GIC31_complete_genome_135158_135814_-	strain_GIC31_complete_genome_135158_135814_-	218.0	8.81	24625.25	-62.8
strain_GIC31_complete_genome_1438862_1439518_-	strain_GIC31_complete_genome_1438862_1439518_-	218.0	5.13	24659.02	-60.5
strain_GIC31_complete_genome_2531854_2532510_-	strain_GIC31_complete_genome_2531854_2532510_-	218.0	7.13	24395.81	-34.6
strain_GIC31_complete_genome_2633645_2634301_-	strain_GIC31_complete_genome_2633645_2634301_-	218.0	9.5	24548.25	160.5
strain_GIC31_complete_genome_1754596_1755252_-	strain_GIC31_complete_genome_1754596_1755252_-	218.0	5.02	23564.21	48.3
strain_GIC31_complete_genome_2802165_2802818_-	strain_GIC31_complete_genome_2802165_2802818_-	217.0	9.47	23802.57	210.7
strain_GIC31_complete_genome_329469_330122_+	strain_GIC31_complete_genome_329469_330122_+	217.0	8.52	25005.77	-66.4
strain_GIC31_complete_genome_1879451_1880104_-	strain_GIC31_complete_genome_1879451_1880104_-	217.0	4.21	25472.38	-97.2
strain_GIC31_complete_genome_818873_819526_-	strain_GIC31_complete_genome_818873_819526_-	217.0	8.65	25313.03	-85.7
strain_GIC31_complete_genome_353198_353848_+	strain_GIC31_complete_genome_353198_353848_+	216.0	5.09	23045.54	47.0
strain_GIC31_complete_genome_91503_92153_+	strain_GIC31_complete_genome_91503_92153_+	216.0	4.81	23710.12	-49.1
strain_GIC31_complete_genome_1897483_1898133_-	strain_GIC31_complete_genome_1897483_1898133_-	216.0	5.22	24243.76	-6.1
strain_GIC31_complete_genome_2524190_2524840_+	strain_GIC31_complete_genome_2524190_2524840_+	216.0	8.87	24267.15	205.5
strain_GIC31_complete_genome_2826251_2826901_-	strain_GIC31_complete_genome_2826251_2826901_-	216.0	7.89	24748.39	-94.8
strain_GIC31_complete_genome_699024_699674_+	strain_GIC31_complete_genome_699024_699674_+	216.0	5.22	23977.1	-67.1
strain_GIC31_complete_genome_1255921_1256571_+	strain_GIC31_complete_genome_1255921_1256571_+	216.0	8.9	24278.66	127.7
strain_GIC31_complete_genome_2599578_2600228_-	strain_GIC31_complete_genome_2599578_2600228_-	216.0	5.59	24365.73	174.6
strain_GIC31_complete_genome_213959_214609_-	strain_GIC31_complete_genome_213959_214609_-	216.0	8.97	24723.39	167.7
strain_GIC31_complete_genome_2643296_2643943_-	strain_GIC31_complete_genome_2643296_2643943_-	215.0	6.44	23856.63	-7.9
strain_GIC31_complete_genome_2561623_2562270_-	strain_GIC31_complete_genome_2561623_2562270_-	215.0	4.62	22839.83	23.3
strain_GIC31_complete_genome_934725_935372_+	strain_GIC31_complete_genome_934725_935372_+	215.0	5.79	25014.48	-91.7
strain_GIC31_complete_genome_1409537_1410184_-	strain_GIC31_complete_genome_1409537_1410184_-	215.0	4.2	25114.81	-75.9
strain_GIC31_complete_genome_1771616_1772263_-	strain_GIC31_complete_genome_1771616_1772263_-	215.0	5.5	23810.96	-62.2
strain_GIC31_complete_genome_439588_440235_-	strain_GIC31_complete_genome_439588_440235_-	215.0	9.52	23871.58	206.9
strain_GIC31_complete_genome_2839058_2839705_-	strain_GIC31_complete_genome_2839058_2839705_-	215.0	5.3	25311.36	-123.8
strain_GIC31_complete_genome_1960047_1960694_-	strain_GIC31_complete_genome_1960047_1960694_-	215.0	5.98	23531.92	-13.5
strain_GIC31_complete_genome_1766470_1767117_-	strain_GIC31_complete_genome_1766470_1767117_-	215.0	5.35	24617.16	-74.5
strain_GIC31_complete_genome_538252_538899_-	strain_GIC31_complete_genome_538252_538899_-	215.0	6.93	22648.25	81.1
strain_GIC31_complete_genome_550624_551268_+	strain_GIC31_complete_genome_550624_551268_+	214.0	4.34	24411.52	-42.6
strain_GIC31_complete_genome_101068_101712_+	strain_GIC31_complete_genome_101068_101712_+	214.0	9.87	24050.61	130.8
strain_GIC31_complete_genome_2537068_2537712_-	strain_GIC31_complete_genome_2537068_2537712_-	214.0	4.99	23128.23	-0.2
strain_GIC31_complete_genome_1915285_1915929_+	strain_GIC31_complete_genome_1915285_1915929_+	214.0	9.22	23696.53	208.3
strain_GIC31_complete_genome_2631323_2631967_+	strain_GIC31_complete_genome_2631323_2631967_+	214.0	4.89	23838.01	-9.3
strain_GIC31_complete_genome_2080499_2081143_+	strain_GIC31_complete_genome_2080499_2081143_+	214.0	9.17	23810.57	241.3
strain_GIC31_complete_genome_2359857_2360501_+	strain_GIC31_complete_genome_2359857_2360501_+	214.0	4.97	24525.23	-16.4
strain_GIC31_complete_genome_1230594_1231238_+	strain_GIC31_complete_genome_1230594_1231238_+	214.0	6.8	24196.45	-83.9
strain_GIC31_complete_genome_1870491_1871135_-	strain_GIC31_complete_genome_1870491_1871135_-	214.0	5.55	25290.88	-111.4
strain_GIC31_complete_genome_1046620_1047264_+	strain_GIC31_complete_genome_1046620_1047264_+	214.0	4.53	24395.23	-78.7
strain_GIC31_complete_genome_2785034_2785677_+	strain_GIC31_complete_genome_2785034_2785677_+	214.0	8.93	24691.06	-99.1
strain_GIC31_complete_genome_1454179_1454820_-	strain_GIC31_complete_genome_1454179_1454820_-	213.0	5.07	24904.74	-63.7
strain_GIC31_complete_genome_721558_722199_-	strain_GIC31_complete_genome_721558_722199_-	213.0	5.03	23816.85	-67.3
strain_GIC31_complete_genome_1162298_1162939_+	strain_GIC31_complete_genome_1162298_1162939_+	213.0	6.3	23652.76	-59.0
strain_GIC31_complete_genome_1300924_1301565_-	strain_GIC31_complete_genome_1300924_1301565_-	213.0	5.86	23872.52	-42.4
strain_GIC31_complete_genome_2110750_2111391_-	strain_GIC31_complete_genome_2110750_2111391_-	213.0	4.83	22984.3	15.9
strain_GIC31_complete_genome_2025670_2026308_+	strain_GIC31_complete_genome_2025670_2026308_+	212.0	4.69	23957.36	-59.4
strain_GIC31_complete_genome_1110207_1110845_+	strain_GIC31_complete_genome_1110207_1110845_+	212.0	5.59	23621.75	-53.1
strain_GIC31_complete_genome_746830_747468_+	strain_GIC31_complete_genome_746830_747468_+	212.0	9.18	22771.9	44.5
strain_GIC31_complete_genome_2380179_2380817_-	strain_GIC31_complete_genome_2380179_2380817_-	212.0	4.79	21991.16	50.3
strain_GIC31_complete_genome_1706471_1707109_-	strain_GIC31_complete_genome_1706471_1707109_-	212.0	4.34	23779.38	148.3
strain_GIC31_complete_genome_547666_548304_+	strain_GIC31_complete_genome_547666_548304_+	212.0	9.05	23895.75	-31.1
strain_GIC31_complete_genome_1789141_1789776_-	strain_GIC31_complete_genome_1789141_1789776_-	211.0	5.41	23577.79	-49.4
strain_GIC31_complete_genome_845579_846214_+	strain_GIC31_complete_genome_845579_846214_+	211.0	5.45	22611.18	229.1
strain_GIC31_complete_genome_2580713_2581348_-	strain_GIC31_complete_genome_2580713_2581348_-	211.0	4.99	22661.86	194.5
strain_GIC31_complete_genome_1896831_1897466_-	strain_GIC31_complete_genome_1896831_1897466_-	211.0	5.03	24196.58	-66.7
strain_GIC31_complete_genome_900994_901629_+	strain_GIC31_complete_genome_900994_901629_+	211.0	5.07	24970.81	-133.7
strain_GIC31_complete_genome_179862_180497_+	strain_GIC31_complete_genome_179862_180497_+	211.0	4.93	22309.02	-35.7
strain_GIC31_complete_genome_2619516_2620151_-	strain_GIC31_complete_genome_2619516_2620151_-	211.0	4.51	23081.36	2.5
strain_GIC31_complete_genome_2622836_2623471_-	strain_GIC31_complete_genome_2622836_2623471_-	211.0	7.01	23828.68	-32.0
strain_GIC31_complete_genome_2902946_2903581_-	strain_GIC31_complete_genome_2902946_2903581_-	211.0	5.46	24801.24	-73.1
strain_GIC31_complete_genome_952086_952718_-	strain_GIC31_complete_genome_952086_952718_-	210.0	6.43	23807.53	-18.6
strain_GIC31_complete_genome_242841_243473_+	strain_GIC31_complete_genome_242841_243473_+	210.0	5.0	23440.45	-50.9
strain_GIC31_complete_genome_2424487_2425119_-	strain_GIC31_complete_genome_2424487_2425119_-	210.0	4.8	23101.11	-38.9
strain_GIC31_complete_genome_376480_377112_+	strain_GIC31_complete_genome_376480_377112_+	210.0	5.83	23048.87	-11.0
strain_GIC31_complete_genome_1491148_1491780_+	strain_GIC31_complete_genome_1491148_1491780_+	210.0	9.63	23897.37	94.0
strain_GIC31_complete_genome_2836040_2836672_+	strain_GIC31_complete_genome_2836040_2836672_+	210.0	8.49	22827.67	-64.1
strain_GIC31_complete_genome_1063319_1063948_+	strain_GIC31_complete_genome_1063319_1063948_+	209.0	5.72	23104.05	12.5
strain_GIC31_complete_genome_2793360_2793989_+	strain_GIC31_complete_genome_2793360_2793989_+	209.0	5.03	23827.18	-60.4
strain_GIC31_complete_genome_786037_786666_+	strain_GIC31_complete_genome_786037_786666_+	209.0	4.99	23481.66	-33.3
strain_GIC31_complete_genome_1688_2317_+	strain_GIC31_complete_genome_1688_2317_+	209.0	5.12	23755.99	-87.6
strain_GIC31_complete_genome_1961769_1962398_-	strain_GIC31_complete_genome_1961769_1962398_-	209.0	6.34	23235.65	-32.9
strain_GIC31_complete_genome_1278370_1278999_+	strain_GIC31_complete_genome_1278370_1278999_+	209.0	9.28	23915.56	135.0
strain_GIC31_complete_genome_98244_98873_+	strain_GIC31_complete_genome_98244_98873_+	209.0	8.61	23937.21	-75.0
strain_GIC31_complete_genome_1715348_1715977_-	strain_GIC31_complete_genome_1715348_1715977_-	209.0	4.58	23948.45	-136.7
strain_GIC31_complete_genome_952731_953360_-	strain_GIC31_complete_genome_952731_953360_-	209.0	4.94	24376.78	-77.8
strain_GIC31_complete_genome_754726_755355_+	strain_GIC31_complete_genome_754726_755355_+	209.0	4.25	22995.66	-59.7
strain_GIC31_complete_genome_1815016_1815642_-	strain_GIC31_complete_genome_1815016_1815642_-	208.0	7.12	23478.56	122.6
strain_GIC31_complete_genome_410690_411316_-	strain_GIC31_complete_genome_410690_411316_-	208.0	5.79	23339.47	-33.9
strain_GIC31_complete_genome_81175_81801_+	strain_GIC31_complete_genome_81175_81801_+	208.0	9.88	22122.66	-60.0
strain_GIC31_complete_genome_1597146_1597772_-	strain_GIC31_complete_genome_1597146_1597772_-	208.0	4.99	24141.76	-67.8
strain_GIC31_complete_genome_2112779_2113405_-	strain_GIC31_complete_genome_2112779_2113405_-	208.0	9.06	23499.34	-34.1
strain_GIC31_complete_genome_959536_960162_+	strain_GIC31_complete_genome_959536_960162_+	208.0	6.01	24698.5	-86.0
strain_GIC31_complete_genome_2376175_2376801_-	strain_GIC31_complete_genome_2376175_2376801_-	208.0	5.28	23429.73	-71.4
strain_GIC31_complete_genome_2301853_2302476_-	strain_GIC31_complete_genome_2301853_2302476_-	207.0	4.67	23351.83	-2.3
strain_GIC31_complete_genome_81830_82453_+	strain_GIC31_complete_genome_81830_82453_+	207.0	9.55	22237.72	-23.5
strain_GIC31_complete_genome_432471_433094_-	strain_GIC31_complete_genome_432471_433094_-	207.0	9.17	23810.32	143.9
strain_GIC31_complete_genome_1414225_1414848_+	strain_GIC31_complete_genome_1414225_1414848_+	207.0	5.41	22860.13	175.9
strain_GIC31_complete_genome_2600377_2601000_+	strain_GIC31_complete_genome_2600377_2601000_+	207.0	7.28	23919.69	-34.7
strain_GIC31_complete_genome_193934_194557_-	strain_GIC31_complete_genome_193934_194557_-	207.0	4.62	22564.57	-16.3
strain_GIC31_complete_genome_1667980_1668603_-	strain_GIC31_complete_genome_1667980_1668603_-	207.0	5.18	23315.12	-107.8
strain_GIC31_complete_genome_1397568_1398188_+	strain_GIC31_complete_genome_1397568_1398188_+	206.0	4.74	22461.16	-32.2
strain_GIC31_complete_genome_942380_943000_+	strain_GIC31_complete_genome_942380_943000_+	206.0	5.46	22546.79	-34.9
strain_GIC31_complete_genome_593278_593898_+	strain_GIC31_complete_genome_593278_593898_+	206.0	4.98	23408.84	-14.6
strain_GIC31_complete_genome_1552474_1553094_-	strain_GIC31_complete_genome_1552474_1553094_-	206.0	5.58	23426.77	-61.8
strain_GIC31_complete_genome_2288056_2288676_-	strain_GIC31_complete_genome_2288056_2288676_-	206.0	5.09	22560.83	-17.2
strain_GIC31_complete_genome_2005149_2005766_-	strain_GIC31_complete_genome_2005149_2005766_-	205.0	9.33	23523.74	132.9
strain_GIC31_complete_genome_1207854_1208471_+	strain_GIC31_complete_genome_1207854_1208471_+	205.0	4.93	22245.32	22.0
strain_GIC31_complete_genome_2488162_2488779_+	strain_GIC31_complete_genome_2488162_2488779_+	205.0	10.13	22644.53	-43.9
strain_GIC31_complete_genome_1448462_1449079_-	strain_GIC31_complete_genome_1448462_1449079_-	205.0	5.72	22435.65	2.8
strain_GIC31_complete_genome_2095315_2095929_-	strain_GIC31_complete_genome_2095315_2095929_-	204.0	5.35	22906.0	-22.0
strain_GIC31_complete_genome_2902278_2902892_-	strain_GIC31_complete_genome_2902278_2902892_-	204.0	4.95	24285.62	-87.6
strain_GIC31_complete_genome_1627323_1627937_-	strain_GIC31_complete_genome_1627323_1627937_-	204.0	7.69	23718.37	153.1
strain_GIC31_complete_genome_2079195_2079809_+	strain_GIC31_complete_genome_2079195_2079809_+	204.0	5.41	23643.69	-111.7
strain_GIC31_complete_genome_522986_523600_+	strain_GIC31_complete_genome_522986_523600_+	204.0	10.06	23697.15	-124.0
strain_GIC31_complete_genome_1421434_1422048_+	strain_GIC31_complete_genome_1421434_1422048_+	204.0	6.5	23478.23	-23.0
strain_GIC31_complete_genome_485631_486245_+	strain_GIC31_complete_genome_485631_486245_+	204.0	4.91	22029.89	-28.9
strain_GIC31_complete_genome_1812507_1813121_-	strain_GIC31_complete_genome_1812507_1813121_-	204.0	4.37	22834.01	-13.2
strain_GIC31_complete_genome_1253559_1254173_+	strain_GIC31_complete_genome_1253559_1254173_+	204.0	10.09	21844.54	187.8
strain_GIC31_complete_genome_2691829_2692440_-	strain_GIC31_complete_genome_2691829_2692440_-	203.0	9.08	22580.01	179.2
strain_GIC31_complete_genome_1229459_1230070_-	strain_GIC31_complete_genome_1229459_1230070_-	203.0	5.13	22380.47	-44.0
strain_GIC31_complete_genome_1357954_1358565_+	strain_GIC31_complete_genome_1357954_1358565_+	203.0	4.66	23545.61	-67.9
strain_GIC31_complete_genome_158780_159391_+	strain_GIC31_complete_genome_158780_159391_+	203.0	6.36	23848.22	-52.2
strain_GIC31_complete_genome_361810_362421_+	strain_GIC31_complete_genome_361810_362421_+	203.0	5.19	22915.05	-55.3
strain_GIC31_complete_genome_685590_686201_+	strain_GIC31_complete_genome_685590_686201_+	203.0	4.81	23181.61	-19.4
strain_GIC31_complete_genome_1401747_1402355_-	strain_GIC31_complete_genome_1401747_1402355_-	202.0	4.63	23321.18	-90.5
strain_GIC31_complete_genome_794389_794997_-	strain_GIC31_complete_genome_794389_794997_-	202.0	4.9	22341.67	-23.1
strain_GIC31_complete_genome_2027138_2027746_-	strain_GIC31_complete_genome_2027138_2027746_-	202.0	7.67	23427.73	-84.8
strain_GIC31_complete_genome_2299302_2299910_+	strain_GIC31_complete_genome_2299302_2299910_+	202.0	4.48	22955.09	-37.5
strain_GIC31_complete_genome_1090914_1091522_+	strain_GIC31_complete_genome_1090914_1091522_+	202.0	5.21	23024.62	-103.7
strain_GIC31_complete_genome_814542_815150_+	strain_GIC31_complete_genome_814542_815150_+	202.0	8.77	23896.48	-158.1
strain_GIC31_complete_genome_1861844_1862452_-	strain_GIC31_complete_genome_1861844_1862452_-	202.0	6.2	23642.95	-78.0
strain_GIC31_complete_genome_2704256_2704864_+	strain_GIC31_complete_genome_2704256_2704864_+	202.0	4.84	22710.98	-46.0
strain_GIC31_complete_genome_2207461_2208069_-	strain_GIC31_complete_genome_2207461_2208069_-	202.0	7.67	23427.73	-84.8
strain_GIC31_complete_genome_2448871_2449476_-	strain_GIC31_complete_genome_2448871_2449476_-	201.0	5.44	22149.31	-16.9
strain_GIC31_complete_genome_1035345_1035950_-	strain_GIC31_complete_genome_1035345_1035950_-	201.0	5.8	23238.76	-40.4
strain_GIC31_complete_genome_997513_998118_+	strain_GIC31_complete_genome_997513_998118_+	201.0	5.4	22565.15	-42.5
strain_GIC31_complete_genome_1962422_1963027_-	strain_GIC31_complete_genome_1962422_1963027_-	201.0	5.08	22203.15	-53.2
strain_GIC31_complete_genome_109616_110221_+	strain_GIC31_complete_genome_109616_110221_+	201.0	4.81	22767.85	-62.8
strain_GIC31_complete_genome_2303027_2303632_-	strain_GIC31_complete_genome_2303027_2303632_-	201.0	5.02	23534.62	-84.1
strain_GIC31_complete_genome_689105_689707_+	strain_GIC31_complete_genome_689105_689707_+	200.0	5.69	22935.21	-66.6
strain_GIC31_complete_genome_2656421_2657023_+	strain_GIC31_complete_genome_2656421_2657023_+	200.0	4.8	22177.0	-45.3
strain_GIC31_complete_genome_167052_167654_+	strain_GIC31_complete_genome_167052_167654_+	200.0	4.58	22621.11	-65.7
strain_GIC31_complete_genome_1339637_1340236_+	strain_GIC31_complete_genome_1339637_1340236_+	199.0	9.9	21669.12	191.9
strain_GIC31_complete_genome_710653_711252_+	strain_GIC31_complete_genome_710653_711252_+	199.0	5.16	23011.24	-83.1
strain_GIC31_complete_genome_2906652_2907251_+	strain_GIC31_complete_genome_2906652_2907251_+	199.0	5.31	22050.32	-25.9
strain_GIC31_complete_genome_669700_670299_+	strain_GIC31_complete_genome_669700_670299_+	199.0	6.85	21328.47	-2.9
strain_GIC31_complete_genome_2569539_2570138_-	strain_GIC31_complete_genome_2569539_2570138_-	199.0	5.13	22068.67	-46.1
strain_GIC31_complete_genome_2539406_2540004_-	strain_GIC31_complete_genome_2539406_2540004_-	199.0	5.08	23064.02	-90.5
strain_GIC31_complete_genome_2491423_2492022_+	strain_GIC31_complete_genome_2491423_2492022_+	199.0	6.0	22860.28	-36.8
strain_GIC31_complete_genome_960206_960805_-	strain_GIC31_complete_genome_960206_960805_-	199.0	9.93	22794.13	-126.0
strain_GIC31_complete_genome_1204677_1205276_+	strain_GIC31_complete_genome_1204677_1205276_+	199.0	5.98	22307.47	-66.5
strain_GIC31_complete_genome_1546264_1546863_-	strain_GIC31_complete_genome_1546264_1546863_-	199.0	7.79	21824.9	219.7
strain_GIC31_complete_genome_2084784_2085380_-	strain_GIC31_complete_genome_2084784_2085380_-	198.0	4.16	22710.79	-41.5
strain_GIC31_complete_genome_1608247_1608843_-	strain_GIC31_complete_genome_1608247_1608843_-	198.0	8.67	22967.96	-131.1
strain_GIC31_complete_genome_1991746_1992342_-	strain_GIC31_complete_genome_1991746_1992342_-	198.0	8.54	22516.82	-82.9
strain_GIC31_complete_genome_67122_67718_+	strain_GIC31_complete_genome_67122_67718_+	198.0	5.88	21575.33	-39.0
strain_GIC31_complete_genome_448236_448832_+	strain_GIC31_complete_genome_448236_448832_+	198.0	5.56	22686.41	-114.2
strain_GIC31_complete_genome_412405_413001_+	strain_GIC31_complete_genome_412405_413001_+	198.0	7.32	21823.33	-7.3
strain_GIC31_complete_genome_1940629_1941222_-	strain_GIC31_complete_genome_1940629_1941222_-	197.0	5.7	22052.33	-28.8
strain_GIC31_complete_genome_1294078_1294671_+	strain_GIC31_complete_genome_1294078_1294671_+	197.0	5.55	21516.0	-36.8
strain_GIC31_complete_genome_969389_969982_+	strain_GIC31_complete_genome_969389_969982_+	197.0	10.29	21174.05	-4.7
strain_GIC31_complete_genome_2895816_2896409_+	strain_GIC31_complete_genome_2895816_2896409_+	197.0	4.79	21893.19	18.1
strain_GIC31_complete_genome_2214404_2214997_+	strain_GIC31_complete_genome_2214404_2214997_+	197.0	4.9	22843.51	-142.4
strain_GIC31_complete_genome_1645062_1645655_-	strain_GIC31_complete_genome_1645062_1645655_-	197.0	9.96	21850.58	-7.8
strain_GIC31_complete_genome_936373_936963_-	strain_GIC31_complete_genome_936373_936963_-	196.0	4.56	20812.42	-34.3
strain_GIC31_complete_genome_2194197_2194787_-	strain_GIC31_complete_genome_2194197_2194787_-	196.0	10.23	21441.57	166.6
strain_GIC31_complete_genome_2628491_2629081_-	strain_GIC31_complete_genome_2628491_2629081_-	196.0	6.71	21965.07	-61.8
strain_GIC31_complete_genome_1771003_1771593_-	strain_GIC31_complete_genome_1771003_1771593_-	196.0	5.45	21177.14	10.8
strain_GIC31_complete_genome_1297310_1297897_-	strain_GIC31_complete_genome_1297310_1297897_-	195.0	5.17	22351.38	-75.0
strain_GIC31_complete_genome_2705581_2706168_-	strain_GIC31_complete_genome_2705581_2706168_-	195.0	5.61	22879.92	-67.1
strain_GIC31_complete_genome_2209809_2210396_-	strain_GIC31_complete_genome_2209809_2210396_-	195.0	8.46	21789.13	214.8
strain_GIC31_complete_genome_1612080_1612667_-	strain_GIC31_complete_genome_1612080_1612667_-	195.0	4.94	22519.88	-45.8
strain_GIC31_complete_genome_148855_149442_+	strain_GIC31_complete_genome_148855_149442_+	195.0	4.85	21952.85	-53.6
strain_GIC31_complete_genome_1153945_1154529_+	strain_GIC31_complete_genome_1153945_1154529_+	194.0	5.97	21572.28	-79.4
