Sample	seq_name	length	PI	MW	Hydro
CP001157.1_1607 # 1717712 # 1718782 # -1 # ID=1_1607;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.555	CP001157.1_1607	356.0	6.22	40043.31	-163.2
CP001157.1_4278 # 4702779 # 4703846 # -1 # ID=1_4278;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.752	CP001157.1_4278	355.0	10.03	38855.44	-96.0
CP001157.1_833 # 861410 # 862477 # 1 # ID=1_833;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.640	CP001157.1_833	355.0	7.37	38863.31	207.2
CP001157.1_119 # 126250 # 127317 # -1 # ID=1_119;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.676	CP001157.1_119	355.0	9.05	39335.75	8.9
CP001157.1_3589 # 3934584 # 3935651 # -1 # ID=1_3589;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.670	CP001157.1_3589	355.0	6.35	36842.0	34.5
CP001157.1_322 # 322233 # 323300 # -1 # ID=1_322;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.696	CP001157.1_322	355.0	8.92	39572.16	-143.9
CP001157.1_4473 # 4899751 # 4900818 # -1 # ID=1_4473;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.714	CP001157.1_4473	355.0	8.77	36488.81	366.8
CP001157.1_4172 # 4580710 # 4581777 # -1 # ID=1_4172;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.684	CP001157.1_4172	355.0	6.84	38702.5	-10.3
CP001157.1_4016 # 4397580 # 4398647 # -1 # ID=1_4016;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.681	CP001157.1_4016	355.0	9.76	38652.87	283.3
CP001157.1_4774 # 5251188 # 5252255 # 1 # ID=1_4774;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.674	CP001157.1_4774	355.0	7.4	39075.61	-104.8
CP001157.1_4056 # 4446152 # 4447219 # 1 # ID=1_4056;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.697	CP001157.1_4056	355.0	5.54	38028.12	-43.1
CP001157.1_4182 # 4595339 # 4596403 # -1 # ID=1_4182;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.645	CP001157.1_4182	354.0	4.84	37587.48	87.3
CP001157.1_3060 # 3394870 # 3395934 # -1 # ID=1_3060;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.721	CP001157.1_3060	354.0	6.56	38062.48	-47.0
CP001157.1_3494 # 3830133 # 3831197 # 1 # ID=1_3494;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.679	CP001157.1_3494	354.0	5.55	39072.33	-104.1
CP001157.1_4142 # 4541185 # 4542249 # -1 # ID=1_4142;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.727	CP001157.1_4142	354.0	9.19	39360.09	-82.6
CP001157.1_1023 # 1071897 # 1072961 # 1 # ID=1_1023;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_1023	354.0	5.96	39654.7	-37.6
CP001157.1_2957 # 3302821 # 3303885 # 1 # ID=1_2957;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.686	CP001157.1_2957	354.0	6.94	39394.96	-89.7
CP001157.1_4288 # 4714095 # 4715159 # 1 # ID=1_4288;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.715	CP001157.1_4288	354.0	9.47	38169.47	-29.3
CP001157.1_517 # 539683 # 540747 # 1 # ID=1_517;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.662	CP001157.1_517	354.0	5.64	38553.85	-74.5
CP001157.1_689 # 705499 # 706563 # -1 # ID=1_689;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.707	CP001157.1_689	354.0	8.2	39636.44	-111.5
CP001157.1_228 # 232426 # 233487 # -1 # ID=1_228;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.720	CP001157.1_228	353.0	7.67	38690.42	-43.5
CP001157.1_805 # 835687 # 836748 # -1 # ID=1_805;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.666	CP001157.1_805	353.0	5.13	38606.65	-53.9
CP001157.1_1063 # 1122029 # 1123090 # 1 # ID=1_1063;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.650	CP001157.1_1063	353.0	6.8	38633.11	153.2
CP001157.1_3019 # 3355591 # 3356652 # -1 # ID=1_3019;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.655	CP001157.1_3019	353.0	6.63	39559.57	-6.2
CP001157.1_4356 # 4785781 # 4786842 # 1 # ID=1_4356;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.678	CP001157.1_4356	353.0	6.01	39079.91	-17.6
CP001157.1_3049 # 3382538 # 3383599 # -1 # ID=1_3049;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.746	CP001157.1_3049	353.0	8.11	37833.24	-26.6
CP001157.1_2579 # 2879775 # 2880836 # -1 # ID=1_2579;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.685	CP001157.1_2579	353.0	7.13	37826.95	16.0
CP001157.1_2834 # 3176764 # 3177825 # -1 # ID=1_2834;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.673	CP001157.1_2834	353.0	5.05	38664.92	-36.2
CP001157.1_2138 # 2310600 # 2311661 # -1 # ID=1_2138;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.652	CP001157.1_2138	353.0	6.49	39108.39	-81.6
CP001157.1_2547 # 2844841 # 2845902 # -1 # ID=1_2547;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.592	CP001157.1_2547	353.0	5.56	40572.25	-44.5
CP001157.1_4619 # 5056391 # 5057452 # -1 # ID=1_4619;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.674	CP001157.1_4619	353.0	9.08	37169.68	325.3
CP001157.1_3422 # 3769855 # 3770916 # -1 # ID=1_3422;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.687	CP001157.1_3422	353.0	9.06	39440.47	-68.6
CP001157.1_3254 # 3613745 # 3614803 # -1 # ID=1_3254;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.621	CP001157.1_3254	352.0	5.77	38834.71	-9.8
CP001157.1_3046 # 3379276 # 3380334 # -1 # ID=1_3046;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.762	CP001157.1_3046	352.0	7.76	36522.08	60.4
CP001157.1_3384 # 3729252 # 3730310 # -1 # ID=1_3384;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.668	CP001157.1_3384	352.0	5.13	38862.53	-47.0
CP001157.1_2452 # 2718194 # 2719252 # -1 # ID=1_2452;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.703	CP001157.1_2452	352.0	4.6	38202.82	2.6
CP001157.1_2354 # 2554418 # 2555476 # 1 # ID=1_2354;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.534	CP001157.1_2354	352.0	6.9	41454.37	-140.3
CP001157.1_4038 # 4423153 # 4424211 # -1 # ID=1_4038;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.682	CP001157.1_4038	352.0	9.05	37642.51	279.7
CP001157.1_2785 # 3128395 # 3129453 # -1 # ID=1_2785;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.717	CP001157.1_2785	352.0	6.27	37768.13	-8.3
CP001157.1_3573 # 3916494 # 3917552 # -1 # ID=1_3573;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.689	CP001157.1_3573	352.0	7.03	38860.51	-60.3
CP001157.1_551 # 579667 # 580722 # 1 # ID=1_551;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.665	CP001157.1_551	351.0	5.8	38875.3	-91.0
CP001157.1_1179 # 1257673 # 1258728 # 1 # ID=1_1179;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614	CP001157.1_1179	351.0	5.89	39047.58	-35.5
CP001157.1_2988 # 3329891 # 3330946 # -1 # ID=1_2988;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.670	CP001157.1_2988	351.0	5.09	37713.09	7.5
CP001157.1_493 # 511650 # 512705 # -1 # ID=1_493;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.732	CP001157.1_493	351.0	8.07	39040.91	-89.8
CP001157.1_3402 # 3744719 # 3745774 # 1 # ID=1_3402;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.685	CP001157.1_3402	351.0	5.16	36801.5	56.6
CP001157.1_2153 # 2328791 # 2329846 # 1 # ID=1_2153;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.604	CP001157.1_2153	351.0	4.46	37612.12	-150.3
CP001157.1_3997 # 4373789 # 4374844 # -1 # ID=1_3997;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.699	CP001157.1_3997	351.0	8.36	38095.44	-106.7
CP001157.1_109 # 117340 # 118392 # -1 # ID=1_109;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.708	CP001157.1_109	350.0	9.19	39713.21	-131.3
CP001157.1_2820 # 3165878 # 3166930 # -1 # ID=1_2820;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.679	CP001157.1_2820	350.0	6.36	37120.81	24.5
CP001157.1_749 # 772853 # 773905 # -1 # ID=1_749;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.672	CP001157.1_749	350.0	6.65	37477.48	-11.7
CP001157.1_3687 # 4044500 # 4045552 # 1 # ID=1_3687;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.686	CP001157.1_3687	350.0	6.25	38819.47	-17.5
CP001157.1_4279 # 4704060 # 4705112 # 1 # ID=1_4279;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.712	CP001157.1_4279	350.0	6.2	38276.91	19.8
CP001157.1_4649 # 5090890 # 5091942 # 1 # ID=1_4649;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.739	CP001157.1_4649	350.0	7.07	37586.09	19.3
CP001157.1_2231 # 2411006 # 2412058 # -1 # ID=1_2231;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.648	CP001157.1_2231	350.0	5.42	39334.83	-85.9
CP001157.1_3286 # 3643354 # 3644406 # -1 # ID=1_3286;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.702	CP001157.1_3286	350.0	6.31	36983.81	61.7
CP001157.1_2327 # 2516553 # 2517605 # -1 # ID=1_2327;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.634	CP001157.1_2327	350.0	6.19	38748.35	-66.6
CP001157.1_3260 # 3620301 # 3621350 # 1 # ID=1_3260;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.664	CP001157.1_3260	349.0	5.87	37478.84	-1.4
CP001157.1_646 # 664297 # 665346 # 1 # ID=1_646;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.682	CP001157.1_646	349.0	5.22	38558.71	-62.4
CP001157.1_1978 # 2136728 # 2137777 # 1 # ID=1_1978;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.663	CP001157.1_1978	349.0	6.0	38698.14	-54.7
CP001157.1_4388 # 4820277 # 4821326 # -1 # ID=1_4388;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.650	CP001157.1_4388	349.0	5.14	38803.44	-49.6
CP001157.1_4143 # 4542250 # 4543299 # -1 # ID=1_4143;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.719	CP001157.1_4143	349.0	8.89	38470.82	-11.6
CP001157.1_3736 # 4099120 # 4100169 # -1 # ID=1_3736;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.663	CP001157.1_3736	349.0	6.26	38512.0	-25.0
CP001157.1_3488 # 3822198 # 3823247 # 1 # ID=1_3488;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.686	CP001157.1_3488	349.0	5.38	37833.62	-90.7
CP001157.1_3557 # 3900271 # 3901320 # -1 # ID=1_3557;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.651	CP001157.1_3557	349.0	5.37	37189.5	-39.5
CP001157.1_2849 # 3193038 # 3194087 # 1 # ID=1_2849;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.723	CP001157.1_2849	349.0	6.36	38374.1	-32.3
CP001157.1_951 # 992558 # 993607 # -1 # ID=1_951;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.742	CP001157.1_951	349.0	7.98	38408.55	-88.2
CP001157.1_798 # 829300 # 830349 # 1 # ID=1_798;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.673	CP001157.1_798	349.0	5.78	37855.87	-23.9
CP001157.1_4262 # 4688057 # 4689103 # -1 # ID=1_4262;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.674	CP001157.1_4262	348.0	5.79	36721.26	40.4
CP001157.1_515 # 537218 # 538264 # 1 # ID=1_515;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_515	348.0	6.53	38280.21	-74.7
CP001157.1_4674 # 5117781 # 5118827 # -1 # ID=1_4674;partial=00;start_type=GTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.758	CP001157.1_4674	348.0	7.07	36961.82	60.0
CP001157.1_3930 # 4293492 # 4294535 # -1 # ID=1_3930;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.723	CP001157.1_3930	347.0	10.35	35785.86	318.9
CP001157.1_2009 # 2171647 # 2172690 # -1 # ID=1_2009;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.679	CP001157.1_2009	347.0	6.53	38394.37	-97.9
CP001157.1_1477 # 1582650 # 1583693 # -1 # ID=1_1477;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.580	CP001157.1_1477	347.0	9.52	39169.87	207.7
CP001157.1_2015 # 2177647 # 2178690 # 1 # ID=1_2015;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.629	CP001157.1_2015	347.0	5.92	37518.82	6.9
CP001157.1_4764 # 5238683 # 5239726 # 1 # ID=1_4764;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.690	CP001157.1_4764	347.0	6.93	38561.58	-107.3
CP001157.1_1749 # 1879640 # 1880683 # 1 # ID=1_1749;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.695	CP001157.1_1749	347.0	7.5	36746.18	0.3
CP001157.1_4077 # 4471413 # 4472456 # -1 # ID=1_4077;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.698	CP001157.1_4077	347.0	10.95	37020.44	287.6
CP001157.1_1880 # 2019440 # 2020483 # -1 # ID=1_1880;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.694	CP001157.1_1880	347.0	5.86	36605.26	86.7
CP001157.1_2779 # 3121895 # 3122938 # 1 # ID=1_2779;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.675	CP001157.1_2779	347.0	5.6	37876.04	-68.2
CP001157.1_4687 # 5132399 # 5133442 # 1 # ID=1_4687;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.672	CP001157.1_4687	347.0	6.21	38646.33	-75.5
CP001157.1_2457 # 2727153 # 2728193 # -1 # ID=1_2457;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.733	CP001157.1_2457	346.0	6.4	38300.79	-57.4
CP001157.1_1003 # 1052515 # 1053555 # -1 # ID=1_1003;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.632	CP001157.1_1003	346.0	9.57	38037.78	336.0
CP001157.1_3011 # 3347245 # 3348285 # 1 # ID=1_3011;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.631	CP001157.1_3011	346.0	11.14	36559.34	-135.0
CP001157.1_1531 # 1641188 # 1642228 # 1 # ID=1_1531;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.628	CP001157.1_1531	346.0	5.77	36546.2	95.6
CP001157.1_2069 # 2237049 # 2238089 # -1 # ID=1_2069;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.684	CP001157.1_2069	346.0	6.55	38337.29	-116.7
CP001157.1_2915 # 3266829 # 3267869 # -1 # ID=1_2915;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.636	CP001157.1_2915	346.0	9.17	38909.98	-42.7
CP001157.1_3471 # 3805934 # 3806974 # 1 # ID=1_3471;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.652	CP001157.1_3471	346.0	6.26	38852.22	-96.5
CP001157.1_4555 # 4980125 # 4981165 # -1 # ID=1_4555;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.671	CP001157.1_4555	346.0	6.19	38118.28	-105.2
CP001157.1_818 # 846008 # 847048 # -1 # ID=1_818;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.700	CP001157.1_818	346.0	5.97	37624.24	-29.9
CP001157.1_1684 # 1805537 # 1806577 # 1 # ID=1_1684;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.709	CP001157.1_1684	346.0	4.67	37567.54	-82.0
CP001157.1_1150 # 1230334 # 1231371 # 1 # ID=1_1150;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.654	CP001157.1_1150	345.0	5.21	37056.58	16.9
CP001157.1_745 # 767149 # 768186 # 1 # ID=1_745;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.644	CP001157.1_745	345.0	8.74	36841.05	20.1
CP001157.1_926 # 965722 # 966759 # 1 # ID=1_926;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.692	CP001157.1_926	345.0	4.91	36488.18	69.2
CP001157.1_4642 # 5083059 # 5084096 # 1 # ID=1_4642;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_4642	345.0	6.15	37942.28	-67.7
CP001157.1_3173 # 3522957 # 3523994 # -1 # ID=1_3173;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.684	CP001157.1_3173	345.0	8.99	38120.71	-25.4
CP001157.1_1564 # 1679789 # 1680826 # 1 # ID=1_1564;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.545	CP001157.1_1564	345.0	8.52	38324.77	-86.7
CP001157.1_4644 # 5085206 # 5086243 # 1 # ID=1_4644;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.618	CP001157.1_4644	345.0	5.22	39014.83	-143.9
CP001157.1_1582 # 1689496 # 1690533 # -1 # ID=1_1582;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.440	CP001157.1_1582	345.0	8.9	38704.52	-78.2
CP001157.1_291 # 291256 # 292293 # -1 # ID=1_291;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.679	CP001157.1_291	345.0	7.26	37848.53	-32.7
CP001157.1_2463 # 2733396 # 2734430 # -1 # ID=1_2463;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.722	CP001157.1_2463	344.0	4.77	37240.47	-35.6
CP001157.1_288 # 287888 # 288922 # 1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.667	CP001157.1_288	344.0	6.47	37918.62	-45.5
CP001157.1_3207 # 3560561 # 3561595 # -1 # ID=1_3207;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.708	CP001157.1_3207	344.0	5.31	35765.08	-39.7
CP001157.1_4254 # 4682057 # 4683091 # -1 # ID=1_4254;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.664	CP001157.1_4254	344.0	6.41	36482.87	49.2
CP001157.1_3609 # 3960046 # 3961080 # 1 # ID=1_3609;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.697	CP001157.1_3609	344.0	6.08	35930.15	51.6
CP001157.1_458 # 465323 # 466357 # -1 # ID=1_458;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.723	CP001157.1_458	344.0	8.87	38696.28	-100.8
CP001157.1_2704 # 3026694 # 3027728 # 1 # ID=1_2704;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.701	CP001157.1_2704	344.0	9.43	37802.62	-72.9
CP001157.1_4461 # 4886307 # 4887341 # -1 # ID=1_4461;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.665	CP001157.1_4461	344.0	6.31	39336.76	-113.8
CP001157.1_1484 # 1590724 # 1591758 # -1 # ID=1_1484;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646	CP001157.1_1484	344.0	5.14	38216.49	-80.1
CP001157.1_687 # 703825 # 704856 # -1 # ID=1_687;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.707	CP001157.1_687	343.0	6.74	37505.78	-87.4
CP001157.1_2517 # 2803311 # 2804342 # -1 # ID=1_2517;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.690	CP001157.1_2517	343.0	8.01	37173.61	-32.3
CP001157.1_3293 # 3650610 # 3651641 # -1 # ID=1_3293;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.672	CP001157.1_3293	343.0	6.3	37396.04	-124.2
CP001157.1_2854 # 3197999 # 3199030 # -1 # ID=1_2854;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.659	CP001157.1_2854	343.0	8.59	37276.46	-66.0
CP001157.1_1781 # 1917702 # 1918733 # -1 # ID=1_1781;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.635	CP001157.1_1781	343.0	9.59	36890.15	160.5
CP001157.1_2539 # 2832233 # 2833261 # -1 # ID=1_2539;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.596	CP001157.1_2539	342.0	8.01	38524.33	-57.3
CP001157.1_771 # 798703 # 799731 # 1 # ID=1_771;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.685	CP001157.1_771	342.0	5.69	37947.87	-83.5
CP001157.1_732 # 752980 # 754008 # -1 # ID=1_732;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.684	CP001157.1_732	342.0	5.58	35861.14	45.6
CP001157.1_44 # 45090 # 46118 # 1 # ID=1_44;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.685	CP001157.1_44	342.0	7.38	38228.26	-49.0
CP001157.1_2913 # 3263894 # 3264919 # -1 # ID=1_2913;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.667	CP001157.1_2913	341.0	9.59	39030.67	-162.4
CP001157.1_1340 # 1447138 # 1448163 # 1 # ID=1_1340;partial=00;start_type=GTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.662	CP001157.1_1340	341.0	5.5	36775.51	-50.9
CP001157.1_519 # 541257 # 542282 # -1 # ID=1_519;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.684	CP001157.1_519	341.0	7.63	38635.96	-134.2
CP001157.1_3363 # 3711915 # 3712940 # -1 # ID=1_3363;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.666	CP001157.1_3363	341.0	9.59	39046.72	-157.0
CP001157.1_3717 # 4083023 # 4084048 # -1 # ID=1_3717;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.712	CP001157.1_3717	341.0	5.86	35686.31	-58.5
CP001157.1_4340 # 4767396 # 4768421 # -1 # ID=1_4340;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.690	CP001157.1_4340	341.0	6.55	36677.25	10.7
